Date,Title,Time,Location,Summary,Link
2025-12-03,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-03,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-04,AI-SDM Seminar Series: Ann Bostrom,1764867600,Newell-Simon Hall 4305 or Zoom,,https://events.cmu.edu/event/25178-ai-sdm-seminar-series-ann-bostrom
2025-12-04,Carnegie Mellon Philharmonic &amp; Chorus,1764867600,"Great Hall, College of Fine Arts @ 5000 Forbes Avenue, Pittsburgh, Pennsylvania, 15213, United States",,https://events.cmu.edu/https://events.time.ly/vdibqnd/43901189
2025-12-04,Study Abroad Coffee Hour,1764874800,,All students are welcome to join and ask the Study Abroad team any questions they may have.,https://events.cmu.edu/event/25482-study-abroad-coffee-hour
2025-12-04,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-04,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-04,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-04,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-05,Community Crafternoon,1764950400,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics",,https://events.cmu.edu/event/23786-community-crafternoon
2025-12-05,Carnegie Mellon Philharmonic &amp; Chorus,1764982800,"Carnegie Music Hall, Oakland @ 4400 Forbes Avenue, Pittsburgh, Pennsylvania, 15213, United States",,https://events.cmu.edu/https://events.time.ly/vdibqnd/43901188
2025-12-05,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-05,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-05,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-05,Semester &amp; Mini-2 Last Day of Classes,All Day,,,https://events.cmu.edu/event/21986-semester-mini-2-last-day-of-classes
2025-12-05,Semester &amp; Mini-2 Voucher Deadline,All Day,,,https://events.cmu.edu/event/21987-semester-mini-2-voucher-deadline
2025-12-05,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-06,(Women’s Basketball) Alvernia vs. Carnegie Mellon,1765047600,,,https://events.cmu.edu/event/23833-womens-basketball-alvernia-vs-carnegie-mellon
2025-12-06,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-06,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-06,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-06,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-07,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-07,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-07,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-07,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-08,Final Exams,All Day,,,https://events.cmu.edu/
2025-12-08,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-08,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-08,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-08,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-09,Final Exams,All Day,,,https://events.cmu.edu/
2025-12-09,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-09,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-09,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-09,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-10,Paws to Relax: Weekly Pet Therapy Program,1765409400,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics","Volunteers through Animal Friend’s Therapet program will join us on Wednesdays, from 6:30-7:30 p.m., to offer some friendly dog companions for the hour.",https://events.cmu.edu/event/23779-paws-to-relax-weekly-pet-therapy-program
2025-12-10,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-10,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-10,Reading Day,All Day,,,https://events.cmu.edu/event/21984-reading-day
2025-12-10,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-10,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-11,Staff Council General Body Meeting,1765472400,Zoom only,Staff Council general body meetings are held monthly and open to all CMU staff.,https://events.cmu.edu/event/26264-staff-council-general-body-meeting
2025-12-11,Final Exams,All Day,,,https://events.cmu.edu/
2025-12-11,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-11,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-11,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-11,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-12,Final Exams,All Day,,,https://events.cmu.edu/
2025-12-12,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-12,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-12,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-12,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-13,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-13,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-13,Reading Day,All Day,,,https://events.cmu.edu/event/21982-reading-day
2025-12-13,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-13,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-14,Channukah Begins,All Day,,"Also known as the Festival of Lights, Channukah is an eight-day Jewish holiday celebrating the rededication of the Second Temple in Jerusalem in the second century A.D.",https://events.cmu.edu/event/22043-channukah-begins
2025-12-14,Final Exam,All Day,,,https://events.cmu.edu/event/21980-final-exam
2025-12-14,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-14,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-14,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-14,Semester &amp; Mini-2 FCEs Close,All Day,,,https://events.cmu.edu/event/21981-semester-mini-2-fces-close
2025-12-14,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-15,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-15,Make Up Final Exams,All Day,,,https://events.cmu.edu/event/21979-make-up-final-exams
2025-12-15,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-15,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-15,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-16,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-16,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-16,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-16,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-17,Final Grade Due at 4pm,All Day,,,https://events.cmu.edu/event/21978-final-grade-due-at-4pm
2025-12-17,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-17,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-17,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-17,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-18,CMIST Graduate Program Open House,1766066400,,Join us for a virtual information session to learn more about the graduate programs that CMIST offers.,https://events.cmu.edu/event/25255-cmist-graduate-program-open-house
2025-12-18,(Men’s Basketball) Allegheny vs. Carnegie Mellon,1766091600,,,https://events.cmu.edu/event/23830-mens-basketball-allegheny-vs-carnegie-mellon
2025-12-18,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-18,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-18,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-19,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-19,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-19,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-20,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-20,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-20,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-21,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-21,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-21,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-21,Yalda Night / Chelleh Night,All Day,,"Known as Yalda Night or Chelleh Night, this Iranian festival marks the winter solstice, which is the longest night of the year.",https://events.cmu.edu/event/22044-yalda-night-chelleh-night
2025-12-21,Yule,All Day,,,https://events.cmu.edu/event/22045-yule
2025-12-22,Channukah Ends,All Day,,"Also known as the Festival of Lights, Channukah is an eight-day Jewish holiday celebrating the rededication of the Second Temple in Jerusalem in the second century A.D.",https://events.cmu.edu/event/22046-channukah-ends
2025-12-22,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-22,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-22,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-23,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-23,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-23,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-24,Christmas Eve (Official University Holiday),All Day,,"Carnegie Mellon’s U.S. campuses observe 11 official holidays. The university is closed on these days, and all non-essential personnel are not expected to report to work.",https://events.cmu.edu/event/25101-christmas-eve-official-university-holiday
